Table with row headers in column A and column headers in rows 4 through 5,,,,,,,,,,,,,,,
"Table A-2.
Households by Total Money Income, Race, and Hispanic Origin of Householder: 1967 to 2020",,,,,,,,,,,,,,,
"(Income in 2020 dollars, adjusted using the CPI-U-RS. Households as of March of the following year. Information on confidentiality protection, sampling error, nonsampling error, and definitions is available at <https://www2.census.gov/programs-surveys/cps/techdocs/cpsmar21.pdf>)",,,,,,,,,,,,,,,
1994 11,"11,655",100,23.1,13.7,12.0,13.8,15.1,9.4,8.7,2.6,1.5,"36,434","1,114","50,698","1,197"
1993 12,"11,281",100,24.8,14.4,11.4,14.7,15.0,8.8,7.3,2.5,1.2,"34,552","1,123","48,166","1,315"
1992 13,"11,269",100,25.9,14.2,11.4,13.8,16.0,8.8,7.0,2.1,0.9,"34,012","1,143","46,154","1,029"
1991,"11,083",100,25.7,13.2,11.0,13.9,16.5,9.3,7.5,2.0,0.9,"34,955","1,208","46,545","1,000"
1990,"10,671",100,24.5,13.8,11.0,13.8,16.3,9.9,7.5,2.1,1.0,"35,974","1,350","47,797","1,061"
1989,"10,486",100,24.3,13.4,11.0,13.9,16.6,9.2,8.6,2.2,0.8,"36,550","1,224","48,499","1,084"
1988,"10,561",100,25.0,14.2,11.3,13.8,15.3,9.3,8.0,1.9,1.1,"34,612","1,187","47,417","1,138"
1987 14,"10,192",100,25.4,14.1,11.6,14.9,15.1,8.9,7.1,1.8,1.1,"34,256","1,079","46,253","1,046"
1986,"9,922",100,25.5,14.0,11.8,13.9,16.0,9.4,6.6,2.1,0.7,"34,095","1,101","45,744","1,023"
1985 15,"9,797",100,24.7,14.6,12.4,14.6,16.0,8.7,7.2,1.3,0.6,"34,092","1,090","44,481",950
1984 16,"9,480",100,25.1,16.2,12.3,15.0,15.1,7.9,6.7,1.3,0.4,"32,055","1,014","42,751",865
1983,"9,236",100,26.7,15.9,12.7,14.2,15.0,8.4,5.8,1.1,0.2,"30,806",950,"40,973",832
1982,"8,916",100,26.0,15.6,13.6,13.4,16.8,8.5,4.6,1.1,0.3,"30,930",816,"40,697",838
1981,"8,961",100,26.0,16.2,13.2,13.8,15.5,8.4,5.9,0.9,0.1,"30,992",857,"40,712",811
1980,"8,847",100,24.6,16.2,12.5,14.7,16.4,8.5,5.7,1.0,0.3,"32,284","1,002","41,899",849
1979 17,"8,586",100,23.1,15.7,13.2,14.2,16.8,9.3,6.4,1.1,0.3,"33,794","1,015","43,363",878
1978,"8,066",100,23.2,15.2,12.5,14.6,17.5,8.8,6.8,1.2,0.2,"34,363","1,195","43,915",943
1977,"7,977",100,22.7,17.4,12.6,15.7,16.4,8.6,5.5,0.7,0.4,"32,860",725,"42,104",616
1976 18,"7,776",100,22.9,17.3,12.7,14.9,17.4,8.8,5.1,0.7,0.3,"32,777",669,"41,878",614
1975 19,"7,489",100,23.8,16.9,12.3,15.9,17.2,8.5,4.5,0.7,0.2,"32,496",787,"40,563",592
"1974 19, 20","7,263",100,22.7,16.4,13.6,16.2,16.7,8.7,4.8,0.7,0.2,"33,059",656,"41,115",601
1973,"7,040",100,20.9,17.1,12.8,16.3,17.9,8.6,5.0,0.9,0.4,"33,864",868,"42,052",687
1972 21,"6,809",100,22.7,16.5,13.9,15.6,16.3,9.1,4.5,0.8,0.5,"32,949",812,"41,621",730
1971 22,"6,578",100,24.5,16.0,14.3,16.1,17.0,7.3,4.1,0.5,0.2,"31,879",780,"39,503",668
1970,"6,180",100,23.7,15.6,13.7,17.2,16.7,7.7,4.5,0.7,0.2,"33,031",746,"40,333",716
1969,"6,053",100,23.5,15.5,14.7,17.3,17.0,7.3,4.0,0.5,0.1,"33,125",803,"39,434",690
1968,"5,870",100,23.9,17.2,15.3,16.5,16.4,6.9,3.4,0.5,0.1,"31,084",742,"37,858",656
1967 23,"5,728",100,26.4,17.6,14.8,17.0,15.0,5.6,2.7,0.6,0.3,"29,388",805,"35,314",648
ASIAN ALONE OR IN COMBINATION,,,,,,,,,,,,,,,
2020,"7,539",100,7.5,6.1,4.9,8.3,13.8,11.4,16.1,12.0,20.0,"94,718","3,538","131,861","4,215"
2019,"7,334",100,6.3,5.0,5.1,8.5,13.7,12.3,17.6,12.8,18.6,"98,363","2,780","133,287","4,398"
2018,"7,416",100,8.1,6.3,5.7,8.6,13.8,12.3,18.0,10.2,17.0,"89,491","2,506","122,578","3,637"
2017 2,"7,124",100,7.8,6.3,6.2,9.2,14.7,12.1,17.0,10.9,15.8,"85,540","1,912","120,283","4,428"
2017,"7,114",100,8.6,6.2,5.8,9.1,14.6,12.3,16.4,10.9,16.1,"85,491","2,001","120,083","4,181"
2016,"6,750",100,8.6,6.1,6.0,7.9,14.0,14.0,16.8,12.2,14.4,"87,180","2,007","115,292","3,144"
2015,"6,640",100,9.3,6.3,6.2,8.7,15.0,11.9,17.3,10.9,14.5,"83,867","2,514","114,865","3,952"
2014,"6,333",100,9.2,6.3,7.1,9.3,14.4,12.7,17.9,11.2,11.9,"81,897","3,567","107,412","3,469"
2013 3,"6,160",100,9.6,6.8,5.6,9.1,15.7,12.2,18.6,8.7,13.5,"80,661","5,844","112,499","7,734"
2013 4,"6,111",100,10.0,6.3,7.7,9.4,16.7,12.4,17.2,9.5,11.0,"74,978","3,336","101,652","4,147"
2012,"5,872",100,9.6,6.1,7.2,9.4,16.8,12.5,17.3,9.7,11.3,"77,010","3,227","103,577","3,519"
2011,"5,705",100,9.2,8.0,7.4,10.3,15.5,13.2,17.8,8.9,9.8,"74,965","2,967","98,945","3,895"
2010 5,"5,550",100,9.5,7.6,6.9,9.8,16.0,12.2,17.2,10.1,10.8,"75,582","2,867","99,599","3,147"
2009 6,"4,940",100,10.2,6.5,6.6,10.7,14.7,11.9,17.4,10.0,12.1,"78,699","2,855","108,978","3,521"
2008,"4,805",100,9.7,6.7,6.7,10.7,14.7,11.7,18.4,10.3,10.9,"79,020","2,801","104,035","2,948"
2007,"4,715",100,8.2,6.1,7.0,8.8,15.0,13.4,19.5,11.1,10.9,"82,442","2,853","105,826","2,977"
2006,"4,664",100,7.8,5.9,7.0,9.3,15.7,13.0,18.1,11.7,11.5,"82,237","3,423","112,646","3,878"
2005,"4,500",100,9.1,6.5,6.7,8.5,15.8,13.4,18.7,9.2,12.2,"81,114","1,593","106,291","3,051"
2004 7,"4,346",100,8.4,6.4,7.1,9.2,16.7,13.6,18.1,9.8,10.7,"78,917","2,617","104,581","3,247"
2003,"4,235",100,11.4,7.3,5.9,8.1,16.0,12.9,18.5,9.7,10.1,"77,964","2,859","97,927","2,771"
2002,"4,079",100,8.5,6.2,7.5,10.6,16.4,12.7,19.1,8.9,10.0,"75,439","1,877","100,243","3,135"
ASIAN ALONE 27,,,,,,,,,,,,,,,
2020,"6,987",100,7.6,6.1,4.9,8.4,13.5,11.3,16.1,12.2,19.9,"94,903","3,794","131,065","4,096"
2019,"6,853",100,6.5,5.0,5.1,8.5,13.0,12.3,17.7,12.6,19.2,"99,400","3,106","134,773","4,495"
2018,"6,981",100,8.2,6.2,5.7,8.5,13.7,12.1,18.1,10.3,17.1,"89,882","2,892","123,510","3,834"
2017 2,"6,750",100,7.8,6.3,5.9,9.1,14.7,12.1,17.0,11.2,15.8,"85,946","1,878","120,815","4,574"
2017,"6,735",100,8.7,6.3,5.5,8.9,14.6,12.4,16.3,11.1,16.1,"85,882","2,072","120,490","4,266"
2016,"6,392",100,8.5,6.0,6.0,7.9,13.7,14.1,16.7,12.3,14.7,"87,837","2,067","116,487","3,229"
2015,"6,328",100,9.1,6.2,6.3,8.6,14.9,12.1,17.3,10.9,14.7,"84,310","3,050","115,176","4,003"
2014,"6,040",100,9.5,6.3,7.3,9.3,14.2,12.3,17.9,11.3,11.9,"81,315","3,793","106,778","3,457"
2013 3,"5,818",100,9.7,7.0,5.4,8.8,16.2,11.7,18.9,8.6,13.8,"80,562","6,155","112,645","8,177"
2013 4,"5,759",100,10.1,6.5,7.7,9.4,16.5,12.4,16.8,9.7,10.9,"74,643","3,149","101,006","4,222"
2012,"5,560",100,9.7,6.2,7.1,9.3,16.6,12.5,17.5,9.8,11.3,"77,523","3,512","103,235","3,411"
2011,"5,374",100,9.0,7.9,7.7,10.1,15.6,13.2,18.0,9.0,9.6,"75,120","2,973","98,782","3,933"
2010 5,"5,212",100,9.7,7.5,6.8,9.4,15.7,12.1,17.4,10.2,11.1,"76,453","3,083","100,635","3,319"
2009 6,"4,687",100,10.1,6.4,6.6,10.4,14.7,12.0,17.3,10.2,12.2,"79,178","2,521","109,826","3,671"
2008,"4,573",100,9.8,6.6,6.8,10.5,14.6,11.7,18.3,10.5,11.0,"79,105","2,748","103,869","2,980"
2007,"4,494",100,8.2,6.2,6.9,8.7,15.0,13.2,19.8,11.0,11.0,"82,726","2,851","106,398","3,088"
2006,"4,454",100,7.9,6.0,7.0,9.2,15.4,13.0,17.9,11.7,11.9,"82,672","3,544","113,630","4,022"
2005,"4,273",100,9.1,6.7,6.5,8.3,15.7,13.6,18.5,9.2,12.3,"81,175","1,556","106,422","3,088"
2004 7,"4,123",100,8.4,6.4,7.2,9.1,16.6,13.4,18.2,9.8,10.9,"78,993","2,761","105,111","3,344"
2003,"4,040",100,11.6,7.2,5.7,8.0,15.8,13.0,18.5,9.8,10.4,"78,581","2,539","98,718","2,875"
2002,"3,917",100,8.4,6.3,7.4,10.8,16.1,12.7,19.1,9.0,10.2,"75,931","2,186","101,067","3,242"
ASIAN AND PACIFIC ISLANDER 25,,,,,,,,,,,,,,,
2001,"4,071",100,8.6,6.5,6.3,10.4,16.3,13.3,18.1,9.8,10.6,"78,607","3,086","107,221","4,164"
2000 8,"3,963",100,7.0,6.4,6.0,10.4,15.2,13.8,18.8,10.9,11.5,"84,043","2,358","109,728","3,747"
1999 9,"3,742",100,8.4,6.7,6.1,9.9,17.0,12.4,17.3,9.6,12.4,"79,419","4,604","105,020","4,379"
1998,"3,308",100,8.7,7.3,6.7,11.0,17.1,12.3,19.7,9.0,8.2,"74,230","3,399","95,830","4,553"
1997,"3,125",100,9.3,7.7,6.4,10.0,18.1,13.9,17.5,9.1,8.0,"72,996","3,338","95,002","4,843"
1996,"2,998",100,10.3,7.3,6.9,10.3,17.7,12.5,18.9,9.6,6.6,"71,322","4,205","93,194","5,498"
1995 10,"2,777",100,9.7,8.5,7.7,9.6,18.5,14.1,17.6,7.0,7.2,"68,718","2,836","93,444","6,201"
1994 11,"2,040",100,9.6,8.7,7.1,10.6,17.4,13.1,18.6,7.5,7.4,"70,144","4,372","91,076","5,339"
1993 12,"2,233",100,11.4,8.7,7.4,11.6,15.2,13.0,18.7,7.7,6.2,"67,832","5,488","88,877","5,887"
1992 13,"2,262",100,9.5,8.3,8.6,10.3,18.4,13.8,17.3,7.5,6.4,"68,553","3,255","84,963","3,842"
1991,"2,094",100,9.9,7.2,7.8,12.9,17.3,12.9,18.2,7.6,6.2,"67,744","3,596","86,013","4,170"
1990,"1,958",100,8.3,7.2,7.9,9.8,17.1,16.5,18.2,8.0,7.0,"74,063","3,609","89,400","4,164"
1989,"1,988",100,7.2,8.0,7.0,10.6,19.2,14.4,18.1,8.8,6.9,"72,970","3,245","90,712","4,342"
1988,"1,913",100,7.8,8.9,8.9,10.6,17.4,15.2,17.0,7.7,6.4,"68,070","4,602","85,102","4,182"
1987 14,N,100,10.0,8.9,8.2,10.3,15.9,14.8,18.2,7.9,5.8,"70,439","4,308",N,N
HISPANIC (ANY RACE) 28,,,,,,,,,,,,,,,
2020,"18,349",100,10.6,9.8,10.3,14.7,18.4,12.3,13.3,5.5,5.1,"55,321","1,183","75,193","1,406"
2019,"17,667",100,10.5,8.8,10.6,14.0,19.5,12.0,13.3,6.0,5.4,"56,814","1,187","75,995","1,641"
2018,"17,758",100,11.2,10.9,10.4,14.9,18.6,12.9,11.8,4.9,4.5,"53,036",758,"73,132","1,669"
2017 2,"17,336",100,11.7,10.3,11.3,14.3,18.9,12.0,12.3,4.6,4.5,"52,974",801,"71,449","1,596"
2017,"17,318",100,11.5,10.3,11.4,14.2,18.3,12.3,12.5,5.1,4.5,"53,311",761,"72,142","1,501"
2016,"16,915",100,11.5,11.0,11.2,15.3,17.3,12.8,12.1,4.9,4.0,"51,425","1,199","72,071","1,434"
2015,"16,667",100,12.5,11.5,12.6,14.5,17.6,11.8,10.9,4.5,4.0,"49,328","1,105","69,501","1,504"
2014,"16,239",100,13.4,12.7,11.7,15.3,18.1,11.4,10.9,3.7,2.8,"46,505",929,"62,969","1,181"
2013 3,"16,088",100,13.7,13.3,13.3,14.9,17.0,9.9,10.2,4.0,3.7,"44,171","2,175","64,127","3,116"
2013 4,"15,811",100,14.2,12.6,12.3,14.9,18.2,10.8,10.9,3.6,2.4,"45,592","1,011","60,818","1,349"
2012,"15,589",100,15.0,12.8,12.7,15.3,18.0,10.4,9.8,3.5,2.6,"44,055",992,"60,339","1,297"
2011,"14,939",100,14.5,12.1,13.4,15.8,18.4,9.5,9.9,3.8,2.5,"44,549","1,038","60,383","1,127"
2010 5,"14,435",100,14.5,12.7,12.3,15.7,17.8,10.8,9.9,3.9,2.4,"44,772","1,139","61,147","1,292"
2009 6,"13,298",100,13.2,12.7,11.8,16.2,18.0,10.7,10.6,3.8,2.9,"46,004",999,"63,165","1,140"
2008,"13,425",100,13.5,12.5,11.5,17.0,18.0,10.4,10.7,3.8,2.6,"45,692",964,"62,154","1,059"
2007,"13,339",100,11.7,11.5,12.3,15.7,18.8,12.6,11.0,3.8,2.7,"48,406","1,071","63,610","1,101"
2006,"12,973",100,12.0,11.4,12.3,15.4,19.5,11.6,11.0,4.0,2.8,"48,623","1,069","65,088","1,228"
2005,"12,519",100,12.3,11.6,12.6,15.9,19.5,11.7,10.2,3.6,2.7,"47,789",780,"62,632","1,036"
2004 7,"12,178",100,12.3,12.0,13.2,15.7,19.2,10.9,10.4,3.6,2.7,"47,078","1,085","63,021","1,268"
2003,"11,693",100,12.1,11.9,12.3,17.1,18.7,10.9,10.9,3.2,2.9,"46,552","1,065","62,736","1,142"
2002,"11,339",100,11.8,11.9,11.8,16.2,18.9,12.1,10.8,3.7,2.7,"47,763","1,144","64,765","1,424"
2001,"10,499",100,11.3,12.4,11.0,16.5,19.3,11.5,11.6,3.6,2.8,"49,193","1,027","65,047","1,353"
2000 8,"10,034",100,10.7,12.2,11.5,15.9,19.3,12.9,11.3,3.5,2.7,"49,995","1,185","66,289","1,570"
1999 9,"9,579",100,11.3,13.2,11.3,16.9,18.9,11.3,11.1,3.3,2.6,"47,916","1,146","62,946","1,838"
1998,"9,060",100,14.1,13.6,11.0,16.7,18.1,11.3,9.5,3.3,2.3,"45,091","1,430","60,928","2,131"
1997,"8,590",100,15.5,13.4,12.5,15.7,18.6,10.4,8.8,2.8,2.2,"42,956","1,261","57,887","1,921"
1996,"8,225",100,15.6,14.9,13.2,15.8,17.5,10.0,8.7,2.4,1.9,"41,047","1,309","56,043","2,134"
1995 10,"7,939",100,17.2,14.6,13.9,15.6,17.2,9.8,7.9,2.4,1.5,"38,678","1,386","52,791","1,948"
1994 11,"7,735",100,17.3,14.4,12.4,15.4,18.1,9.4,8.8,2.4,1.8,"40,582","1,240","54,723","2,246"
1993 12,"7,362",100,16.0,14.7,12.8,16.7,18.4,9.3,8.5,2.1,1.5,"40,483","1,339","53,582","1,854"
1992 13,"7,153",100,16.4,13.9,13.0,16.4,18.4,10.2,8.0,2.4,1.2,"40,980","1,393","52,269","1,351"
1991,"6,379",100,15.9,13.7,12.6,15.9,19.0,10.6,8.5,2.2,1.6,"42,174","1,443","53,662","1,413"
1990,"6,220",100,15.1,14.5,12.4,15.2,19.7,10.8,8.5,2.2,1.6,"43,013","1,451","53,880","1,461"
1989,"5,933",100,15.4,12.2,11.7,16.0,18.9,11.5,9.9,2.7,1.6,"44,307","1,413","56,578","1,599"
1988,"5,910",100,16.3,12.4,13.3,15.1,18.8,11.8,8.2,2.3,1.7,"42,949","1,791","54,834","1,912"
1987 14,"5,642",100,16.5,13.8,12.7,15.6,17.8,11.3,8.4,2.4,1.6,"42,264","1,510","54,177","1,650"
1986,"5,418",100,16.1,14.1,13.0,15.4,18.3,11.0,8.9,2.3,0.9,"41,493","1,778","52,394","1,417"
1985 15,"5,213",100,16.7,15.1,12.6,15.6,19.0,10.2,8.3,1.7,0.8,"40,179","1,544","50,205","1,343"
1984 16,"4,883",100,17.5,14.3,12.2,15.2,19.9,10.6,7.6,1.8,0.9,"40,433","1,668","50,277","1,613"
1983,"4,326",100,18.2,14.8,12.8,16.0,19.3,9.6,7.1,1.6,0.6,"39,424","1,643","48,007","1,517"
1982,"4,085",100,17.1,15.2,13.1,16.4,19.0,9.9,7.3,1.1,0.9,"39,226","1,705","48,411","1,616"
1981,"3,980",100,15.1,13.7,13.1,17.1,20.5,10.4,7.9,1.3,0.7,"41,929","1,889","50,351","1,582"
1980,"3,906",100,15.7,13.9,13.3,17.0,19.3,11.7,6.8,1.5,0.8,"40,942","1,825","50,009","1,638"
1979 17,"3,684",100,14.1,12.7,12.8,17.0,21.5,11.2,8.0,1.7,1.0,"43,496","2,063","52,628","1,739"
1978,"3,291",100,13.8,13.2,12.6,18.7,20.7,11.9,7.0,1.4,0.6,"43,097","1,718","50,907","1,694"
1977,"3,304",100,13.5,14.9,12.9,19.2,20.7,10.7,6.3,1.4,0.4,"41,542","1,200","49,025","1,245"
1976 18,"3,081",100,16.1,14.8,13.6,17.9,20.1,10.6,5.2,1.3,0.4,"39,692","1,392","46,905","1,256"
1975 19,"2,948",100,16.0,14.5,14.6,18.1,21.6,9.0,5.0,0.9,0.5,"38,888","1,414","46,165","1,349"
"1974 19, 20","2,897",100,12.9,15.1,13.7,18.0,22.1,10.7,5.9,1.0,0.6,"42,279","1,523","48,977","1,312"
1973,"2,722",100,12.0,13.6,14.3,18.6,22.3,11.8,6.0,1.0,0.4,"42,527","1,589","49,410","1,323"
1972 21,"2,655",100,11.6,16.0,13.3,20.3,22.8,9.3,5.1,0.9,0.6,"42,598","1,369","48,962","1,369"
N Not available.,,,,,,,,,,,,,,,
"1 A margin of error (MOE) is a measure of an estimate's variability. The larger the MOE in relation to the size of the estimate, the less reliable the estimate. This number, when added to and subtracted from the estimate, forms the 90 percent confidence interval. MOEs shown in this table are based on standard errors calculated using replicate weights.",,,,,,,,,,,,,,,
2 Estimates reflect the implementation of an updated processing system and should be used to make comparisons to 2018 and subsequent years.,,,,,,,,,,,,,,,
"3 The 2014 CPS ASEC included redesigned questions for income and health insurance coverage. All of the approximately 98,000 addresses were eligible to receive the redesigned set of health insurance coverage questions. The redesigned income questions were implemented to a subsample of these 98,000 addresses using a probability split panel design. Approximately 68,000 addresses were eligible to receive a set of income questions similar to those used in the 2013 CPS ASEC and the remaining 30,000 addresses were eligible to receive the redesigned income questions. The source of these 2013 estimates is the portion of the CPS ASEC sample which received the redesigned income questions, approximately 30,000 addresses.",,,,,,,,,,,,,,,
"4 The source of these 2013 estimates is the portion of the CPS ASEC sample which received the income questions consistent with the 2013 CPS ASEC, approximately 68,000 addresses.",,,,,,,,,,,,,,,
"5 Implementation of 2010 Census-based population controls. Beginning with 2010, standard errors in this table were calculated using replicate weights. Before 2010, standard errors were calculated using the generalized variance function.",,,,,,,,,,,,,,,
"6 Median income is calculated using $2,500 intervals. Beginning with 2009 income data, the Census Bureau expanded the upper income intervals used to calculate medians to $250,000 or more. Medians falling in the upper open-ended interval are plugged with ""$250,000."" Before 2009, the upper open-ended interval was $100,000 and a plug of ""$100,000"" was used.",,,,,,,,,,,,,,,
7 Data have been revised to reflect a correction to the weights in the 2005 CPS ASEC.,,,,,,,,,,,,,,,
"8 Implementation of a 28,000 household sample expansion.",,,,,,,,,,,,,,,
9 Implementation of 2000 Census-based population controls.,,,,,,,,,,,,,,,
"10 Full implementation of 1990 Census-based sample design and metropolitan definitions, 7,000 household sample reduction, and revised editing of responses on race.",,,,,,,,,,,,,,,
11 Introduction of 1990 Census sample design.,,,,,,,,,,,,,,,
"12 Data collection method changed from paper and pencil to computer-assisted interviewing. In addition, the 1994 CPS ASEC was revised to allow for the coding of different income amounts on selected questionnaire items. Limits either increased or decreased in the following categories: earnings limits increased to $999,999; social security limits increased to $49,999; supplemental security income and public assistance limits increased to $24,999; veterans' benefits limits increased to $99,999; child support and alimony limits decreased to $49,999.",,,,,,,,,,,,,,,
13 Implementation of 1990 Census population controls.,,,,,,,,,,,,,,,
14 Implementation of a new CPS ASEC processing system.,,,,,,,,,,,,,,,
"15 Recording of amounts for earnings from longest job increased to $299,999. Full implementation of 1980 Census-based sample design.",,,,,,,,,,,,,,,
16 Implementation of Hispanic population weighting controls and introduction of 1980 Census-based sample design.,,,,,,,,,,,,,,,
17 Implementation of 1980 Census population controls. Questionnaire expanded to allow the recording of up to 27 possible values from a list of 51 possible sources of income.,,,,,,,,,,,,,,,
"18 First year medians were derived using both Pareto and linear interpolation. Before this year, all medians were derived using linear interpolation.",,,,,,,,,,,,,,,
"19 Some of these estimates were derived using Pareto interpolation and may differ from published data, which were derived using linear interpolation.",,,,,,,,,,,,,,,
20 Implementation of a new CPS ASEC processing system. Questionnaire expanded to ask 11 income questions.,,,,,,,,,,,,,,,
21 Full implementation of 1970 Census-based sample design.,,,,,,,,,,,,,,,
22 Introduction of 1970 Census sample design and population controls.,,,,,,,,,,,,,,,
23 Implementation of a new CPS ASEC processing system.,,,,,,,,,,,,,,,
"24 Beginning with the 2003 CPS ASEC, respondents were allowed to choose one or more races. White alone refers to people who reported White and did not report any other race category. The use of this single-race population does not imply that it is the preferred method of presenting or analyzing the data. The Census Bureau uses a variety of approaches.",,,,,,,,,,,,,,,
"25 For the year 2001 and earlier, the CPS ASEC allowed respondents to report only one race group.",,,,,,,,,,,,,,,
26 Black alone refers to people who reported Black and did not report any other race category.,,,,,,,,,,,,,,,
27 Asian alone refers to people who reported Asian and did not report any other race category.,,,,,,,,,,,,,,,
"28 Because Hispanics may be any race, data in this report for Hispanics overlap with data for racial groups. Being Hispanic was reported by 16.0 percent of White householders who reported only one race, 5.3 percent of Black householders who reported only one race, and 2.7 percent of Asian householders who reported only one race. Data users should exercise caution when interpreting aggregate results for the Hispanic population and for race groups because these populations consist of many distinct groups that differ in socioeconomic characteristics, culture, and recency of immigration. Data were first collected for Hispanics in 1972.",,,,,,,,,,,,,,,
Note: Inflation-adjusted estimates may differ slightly from other published data due to rounding.,,,,,,,,,,,,,,,
"Source: U.S. Census Bureau, Current Population Survey, 1968 to 2021 Annual Social and Economic Supplements (CPS ASEC).",,,,,,,,,,,,,,,
